ID	symbol	chromosome	start	stop
ENSG00000163467	TSACC	2	757705	758205
ENSG00000111728	ST8SIA1	13	163817	164317
ENSG00000071082	RPL31	10	445347	445847
ENSG00000163191	S100A11	13	147760	148260
ENSG00000089876	DHX32	15	880479	880979
ENSG00000183072	NKX2-5	3	54266	54766
ENSG00000183077	AFMID	20	368146	368646
ENSG00000124491	F13A1	7	358377	358877
ENSG00000180660	MAB21L1	5	547180	547680
ENSG00000187942	LDLRAD2	6	689531	690031
ENSG00000180667	YOD1	18	523913	524413
ENSG00000166819	PLIN1	2	233804	234304
ENSG00000135632	SMYD5	9	202450	202950
ENSG00000165416	SUGT1	11	519385	519885
ENSG00000135631	RAB11FIP5	12	135894	136394
ENSG00000135636	DYSF	15	56616	57116
ENSG00000135637	CCDC142	11	19373	19873
ENSG00000147155	EBP	13	379613	380113
ENSG00000078140	UBE2K	3	649185	649685
ENSG00000114054	PCCB	19	600430	600930
ENSG00000114503	NCBP2	22	689201	689701
ENSG00000185896	LAMP1	2	920703	921203
ENSG00000169764	UGP2	1	678378	678878
ENSG00000068001	HYAL2	14	351992	352492
ENSG00000169762	TAPT1	8	662065	662565
ENSG00000115902	SLC1A4	6	886738	887238
ENSG00000115677	HDLBP	18	540520	541020
ENSG00000168418	KCNG4	15	865768	866268
ENSG00000115904	SOS1	16	857838	858338
ENSG00000111726	CMAS	1	318546	319046
ENSG00000163331	DAPL1	7	516167	516667
ENSG00000163444	TMEM183A	16	433260	433760
ENSG00000111727	HCFC2	7	664496	664996
ENSG00000179222	MAGED1	12	997372	997872
ENSG00000084774	CAD	9	90640	91140
ENSG00000179241	LDLRAD3	12	411651	412151
ENSG00000179240	RP11-111M22.2	10	407378	407878
ENSG00000127366	TAS2R5	1	417281	417781
ENSG00000109107	ALDOC	4	697464	697964
ENSG00000127364	TAS2R4	1	452435	452935
ENSG00000255103	KIAA0754	6	557123	557623
ENSG00000133731	IMPA1	6	104568	105068
ENSG00000176236	C10ORF111	14	972322	972822
ENSG00000143552	NUP210L	14	819053	819553
ENSG00000058668	ATP2B4	5	76177	76677
ENSG00000135677	GNS	5	193139	193639
ENSG00000118620	ZNF430	5	30736	31236
ENSG00000136238	RAC1	13	499077	499577
ENSG00000206562	METTL6	20	900042	900542
ENSG00000066933	MYO9A	4	575972	576472
ENSG00000136231	IGF2BP3	4	155189	155689
ENSG00000132205	EMILIN2	1	614387	614887
ENSG00000136237	RAPGEF5	18	558287	558787
ENSG00000056097	ZFR	12	621086	621586
ENSG00000136235	GPNMB	20	711057	711557
ENSG00000178700	DHFRL1	9	947023	947523
ENSG00000152380	FAM151B	10	231206	231706
ENSG00000119227	PIGZ	22	543101	543601
ENSG00000148200	NR6A1	14	629358	629858
ENSG00000138326	RPS24	1	385687	386187
ENSG00000148204	CRB2	17	611440	611940
ENSG00000105143	SLC1A6	12	213637	214137
ENSG00000144554	FANCD2	18	767976	768476
ENSG00000105146	AURKC	8	519436	519936
ENSG00000203724	C1ORF53	7	149434	149934
ENSG00000076003	MCM6	22	300651	301151
ENSG00000115211	EIF2B4	1	420704	421204
ENSG00000142920	ADC	14	676803	677303
ENSG00000144559	TAMM41	10	26256	26756
ENSG00000157778	PSMG3	17	287373	287873
ENSG00000016391	CHDH	21	769850	770350
ENSG00000100575	TIMM9	17	613073	613573
ENSG00000067715	SYT1	15	726807	727307
ENSG00000149269	PAK1	13	426774	427274
ENSG00000149262	INTS4	18	504210	504710
ENSG00000259305	ZHX1-C8ORF76	15	110012	110512
ENSG00000149260	CAPN5	18	527377	527877
ENSG00000146205	ANO7	9	429784	430284
ENSG00000103460	TOX3	22	75172	75672
ENSG00000226784	PGAM4	2	657959	658459
ENSG00000164418	GRIK2	19	165559	166059
ENSG00000137364	TPMT	19	796138	796638
ENSG00000141002	TCF25	11	203979	204479
ENSG00000179869	ABCA13	11	102031	102531
ENSG00000127586	CHTF18	1	848041	848541
ENSG00000127585	FBXL16	13	617902	618402
ENSG00000164414	SLC35A1	18	708298	708798
ENSG00000179862	CITED4	1	46739	47239
ENSG00000187231	SESTD1	7	37019	37519
ENSG00000127580	WDR24	14	988486	988986
ENSG00000101955	SRPX	22	460810	461310
ENSG00000066405	CLDN18	20	770178	770678
ENSG00000082458	DLG3	3	544194	544694
ENSG00000100532	CGRRF1	4	602759	603259
ENSG00000105894	PTN	8	95003	95503
ENSG00000172809	RPL38	4	105451	105951
ENSG00000073050	XRCC1	15	545539	546039
ENSG00000166676	TVP23A	19	944563	945063
ENSG00000093134	VNN3	22	382224	382724
ENSG00000126368	NR1D1	15	703010	703510
ENSG00000163354	DCST2	9	251225	251725
ENSG00000157593	SLC35B2	4	960687	961187
ENSG00000254505	CHMP4A	17	396117	396617
ENSG00000165895	ARHGAP42	18	332535	333035
ENSG00000077454	LRCH4	13	194489	194989
ENSG00000204152	TIMM23B	14	423926	424426
ENSG00000165891	E2F7	20	945351	945851
ENSG00000140386	SCAPER	17	680178	680678
ENSG00000119574	ZBTB45	17	323730	324230
ENSG00000080709	KCNN2	15	384137	384637
ENSG00000165899	OTOGL	18	485571	486071
ENSG00000077458	FAM76B	13	509134	509634
ENSG00000197496	SLC2A10	13	68675	69175
ENSG00000147789	ZNF7	15	951395	951895
ENSG00000166889	PATL1	13	237508	238008
ENSG00000112541	PDE10A	22	262934	263434
ENSG00000005243	COPZ2	4	552296	552796
ENSG00000152056	AP1S3	2	207493	207993
ENSG00000005249	PRKAR2B	20	690523	691023
ENSG00000145675	PIK3R1	6	476957	477457
ENSG00000197497	ZNF665	21	416721	417221
ENSG00000124469	CEACAM8	20	301723	302223
ENSG00000102024	PLS3	22	157196	157696
ENSG00000165097	KDM1B	10	401897	402397
ENSG00000063587	ZNF275	14	662803	663303
ENSG00000165092	ALDH1A1	21	748973	749473
ENSG00000021300	PLEKHB1	15	584117	584617
ENSG00000141873	SLC39A3	15	990638	991138
ENSG00000153294	GPR115	9	460206	460706
ENSG00000101911	PRPS2	12	861973	862473
ENSG00000158747	NBL1	20	930172	930672
ENSG00000153291	SLC25A27	21	265069	265569
ENSG00000101916	TLR8	7	741346	741846
ENSG00000100399	CHADL	12	701687	702187
ENSG00000104368	PLAT	7	156839	157339
ENSG00000104369	JPH1	13	513054	513554
ENSG00000159164	SV2A	12	83293	83793
ENSG00000104365	IKBKB	16	74593	75093
ENSG00000100393	EP300	22	330244	330744
ENSG00000159167	STC1	12	677855	678355
ENSG00000100395	L3MBTL2	20	499393	499893
ENSG00000104361	NIPAL2	7	734072	734572
ENSG00000061987	MON2	10	645168	645668
ENSG00000133835	HSD17B4	11	816688	817188
ENSG00000001036	FUCA2	2	956821	957321
ENSG00000122958	VPS26A	15	639097	639597
ENSG00000122952	ZWINT	13	56119	56619
ENSG00000032444	PNPLA6	7	165926	166426
ENSG00000145833	DDX46	22	50320	50820
ENSG00000145832	SLC25A48	10	308490	308990
ENSG00000165323	FAT3	17	977523	978023
ENSG00000165322	ARHGAP12	4	827965	828465
ENSG00000145781	COMMD10	8	916258	916758
ENSG00000145780	FEM1C	12	412200	412700
ENSG00000185567	AHNAK2	9	345611	346111
ENSG00000145782	ATG12	1	700889	701389
ENSG00000154027	AK5	11	506050	506550
ENSG00000101624	CEP76	16	749668	750168
ENSG00000154025	SLC5A10	7	986299	986799
ENSG00000121350	PYROXD1	7	256239	256739
ENSG00000156218	ADAMTSL3	11	586352	586852
ENSG00000174405	LIG4	18	757803	758303
ENSG00000175575	PAAF1	18	296750	297250
ENSG00000088682	COQ9	16	839265	839765
ENSG00000197977	ELOVL2	19	572814	573314
ENSG00000197971	MBP	13	503226	503726
ENSG00000175573	C11ORF68	3	174905	175405
ENSG00000105887	MTPN	22	325881	326381
ENSG00000171659	GPR34	18	162459	162959
ENSG00000197757	HOXC6	22	237398	237898
ENSG00000120008	WDR11	16	456812	457312
ENSG00000132912	DCTN4	8	862509	863009
ENSG00000179403	VWA1	21	965749	966249
ENSG00000151135	C12ORF23	6	952055	952555
ENSG00000061676	NCKAP1	16	232417	232917
ENSG00000165694	FRMD7	17	111085	111585
ENSG00000179409	GEMIN4	13	83271	83771
ENSG00000082258	CCNT2	4	165742	166242
ENSG00000151292	CSNK1G3	17	300790	301290
ENSG00000113141	IK	17	585963	586463
ENSG00000169228	RAB24	16	870328	870828
ENSG00000138698	RAP1GDS1	5	475603	476103
ENSG00000092964	DPYSL2	17	221056	221556
ENSG00000169220	RGS14	9	977042	977542
ENSG00000169221	TBC1D10B	18	828686	829186
ENSG00000160310	PRMT2	21	412236	412736
ENSG00000169224	GCSAML	5	179521	180021
ENSG00000170381	SEMA3E	17	503384	503884
ENSG00000089022	MAPKAPK5	17	658706	659206
ENSG00000170382	LRRN2	11	318839	319339
ENSG00000170385	SLC30A1	20	385520	386020
ENSG00000125954	CHURC1-FNTB	2	569779	570279
ENSG00000183807	FAM162B	18	971642	972142
ENSG00000183808	RBM12B	10	415040	415540
ENSG00000100320	RBFOX2	22	495771	496271
ENSG00000073861	TBX21	11	309621	310121
ENSG00000072756	TRNT1	17	548743	549243
ENSG00000104660	LEPROTL1	21	280630	281130
ENSG00000171471	MAP1LC3B2	6	540984	541484
ENSG00000111816	FRK	2	486838	487338
ENSG00000111361	EIF2B1	2	232859	233359
ENSG00000124275	MTRR	1	375591	376091
ENSG00000111364	DDX55	15	855143	855643
ENSG00000124279	FASTKD3	9	674090	674590
ENSG00000170049	KCNAB3	19	914971	915471
ENSG00000161956	SENP3	18	111258	111758
ENSG00000087510	TFAP2C	19	928785	929285
ENSG00000161955	TNFSF13	8	245727	246227
ENSG00000185158	LRRC37B	12	827119	827619
ENSG00000107816	LZTS2	1	13909	14409
ENSG00000107815	C10ORF2	14	977134	977634
ENSG00000105997	HOXA3	5	801747	802247
ENSG00000117245	KIF17	10	159149	159649
ENSG00000125247	TMTC4	21	894670	895170
ENSG00000107819	SFXN3	10	972471	972971
ENSG00000169592	INO80E	19	33742	34242
ENSG00000253626	EIF5AL1	19	132318	132818
ENSG00000145040	UCN2	22	982138	982638
ENSG00000169594	BNC1	6	524204	524704
ENSG00000169598	DFFB	9	852123	852623
ENSG00000169599	NFU1	3	683989	684489
ENSG00000146842	TMEM209	22	397155	397655
ENSG00000106635	BCL7B	3	200536	201036
ENSG00000106636	YKT6	7	950942	951442
ENSG00000106631	MYL7	7	33264	33764
ENSG00000106144	CASP2	16	193181	193681
ENSG00000106633	GCK	8	698154	698654
ENSG00000046889	PREX2	1	340327	340827
ENSG00000106638	TBL2	21	661047	661547
ENSG00000128383	APOBEC3A	4	740025	740525
ENSG00000135480	KRT7	21	37648	38148
ENSG00000107863	ARHGAP21	21	393825	394325
ENSG00000133142	TCEAL4	22	435289	435789
ENSG00000065970	FOXJ2	6	428237	428737
ENSG00000121690	DEPDC7	3	734398	734898
ENSG00000131495	NDUFA2	18	153485	153985
ENSG00000089094	KDM2B	22	845328	845828
ENSG00000129518	EAPP	22	480472	480972
ENSG00000167881	SRP68	7	789009	789509
ENSG00000121848	RNF115	15	205227	205727
ENSG00000150628	SPATA4	22	823931	824431
ENSG00000124198	ARFGEF2	6	753156	753656
ENSG00000130948	HSD17B3	21	113744	114244
ENSG00000113205	PCDHB3	12	231574	232074
ENSG00000138744	NAAA	6	43017	43517
ENSG00000102393	GLA	9	429747	430247
ENSG00000102390	PBDC1	18	326510	327010
ENSG00000104450	SPAG1	5	894512	895012
ENSG00000036257	CUL3	17	58009	58509
ENSG00000181092	ADIPOQ	7	494018	494518
ENSG00000065357	DGKA	9	648807	649307
ENSG00000143315	PIGM	20	305004	305504
ENSG00000134516	DOCK2	12	437546	438046
ENSG00000198515	CNGA1	16	109297	109797
ENSG00000134042	MRO	1	656861	657361
ENSG00000065600	TMEM206	15	523524	524024
ENSG00000124588	NQO2	20	267637	268137
ENSG00000100813	ACIN1	11	970323	970823
ENSG00000124587	PEX6	22	782511	783011
ENSG00000167332	OR51E2	11	228722	229222
ENSG00000143869	GDF7	3	204582	205082
ENSG00000065609	SNAP91	20	169981	170481
ENSG00000143319	ISG20L2	16	986496	986996
ENSG00000198518	HIST1H4E	15	532322	532822
ENSG00000128039	SRD5A3	7	785600	786100
ENSG00000009830	POMT2	22	709589	710089
ENSG00000135930	EIF4E2	22	117076	117576
ENSG00000166317	SYNPO2L	8	110717	111217
ENSG00000188064	WNT7B	22	619713	620213
ENSG00000062370	ZNF112	11	544760	545260
ENSG00000147526	TACC1	8	621102	621602
ENSG00000166313	APBB1	1	539776	540276
ENSG00000123728	RAP2C	6	503943	504443
ENSG00000159713	TPPP3	9	225838	226338
ENSG00000153707	PTPRD	6	187738	188238
ENSG00000078018	MAP2	3	886165	886665
ENSG00000078549	ADCYAP1R1	10	869533	870033
ENSG00000138069	RAB1A	7	599808	600308
ENSG00000171792	RHNO1	8	841868	842368
ENSG00000243927	MRPS6	16	864632	865132
ENSG00000063127	SLC6A16	18	593143	593643
ENSG00000184575	XPOT	12	155033	155533
ENSG00000184574	LPAR5	22	126351	126851
ENSG00000178927	C17ORF62	11	975861	976361
ENSG00000178921	PFAS	3	165612	166112
ENSG00000178922	HYI	9	947092	947592
ENSG00000127837	AAMP	9	675981	676481
ENSG00000163833	FBXO40	1	57476	57976
ENSG00000163832	ELP6	4	333334	333834
ENSG00000168310	IRF2	16	928346	928846
ENSG00000168314	MOBP	9	674724	675224
ENSG00000105447	GRWD1	21	563610	564110
ENSG00000107077	KDM4C	5	27484	27984
ENSG00000105443	CYTH2	4	653541	654041
ENSG00000140795	MYLK3	1	819685	820185
ENSG00000188603	CLN3	12	26446	26946
ENSG00000118298	CA14	16	742297	742797
ENSG00000114268	PFKFB4	1	76070	76570
ENSG00000108679	LGALS3BP	13	150989	151489
ENSG00000169032	MAP2K1	6	370942	371442
ENSG00000129521	EGLN3	17	985120	985620
ENSG00000118292	C1ORF54	22	947582	948082
ENSG00000040487	PQLC2	21	646927	647427
ENSG00000108671	PSMD11	18	260112	260612
ENSG00000179111	HES7	13	926109	926609
ENSG00000099326	MZF1	20	624413	624913
ENSG00000215305	VPS16	15	844241	844741
ENSG00000156804	FBXO32	13	189003	189503
ENSG00000102531	FNDC3A	6	443464	443964
ENSG00000135457	TFCP2	14	270831	271331
ENSG00000106852	LHX6	2	234275	234775
ENSG00000106853	PTGR1	8	649604	650104
ENSG00000115241	PPM1G	16	27528	28028
ENSG00000153107	ANAPC1	18	797060	797560
ENSG00000132004	FBXW9	16	177546	178046
ENSG00000130560	UBAC1	7	224948	225448
ENSG00000133316	WDR74	2	494650	495150
ENSG00000135315	KIAA1009	6	606481	606981
ENSG00000095794	CREM	8	999731	1000231
ENSG00000141026	MED9	9	75498	75998
ENSG00000135314	KHDC1	14	861932	862432
ENSG00000101544	ADNP2	13	244047	244547
ENSG00000227975	ENSG00000227975	8	510140	510640
ENSG00000138867	GUCD1	12	109512	110012
ENSG00000178031	ADAMTSL1	5	291615	292115
ENSG00000165660	FAM175B	11	333640	334140
ENSG00000165661	QSOX2	4	716179	716679
ENSG00000198373	WWP2	3	781018	781518
ENSG00000144063	MALL	17	443145	443645
ENSG00000145016	KIAA0226	19	845023	845523
ENSG00000165669	FAM204A	1	555670	556170
ENSG00000129810	SGOL1	21	862128	862628
ENSG00000158022	TRIM63	5	720198	720698
ENSG00000158023	WDR66	3	632531	633031
ENSG00000141258	SGSM2	11	101770	102270
ENSG00000167800	TBX10	15	773433	773933
ENSG00000153046	CDYL	4	737025	737525
ENSG00000141252	VPS53	2	367088	367588
ENSG00000155719	OTOA	16	441877	442377
ENSG00000177868	CCDC23	2	262446	262946
ENSG00000127774	EMC6	20	871071	871571
ENSG00000179387	ELMOD2	6	588482	588982
ENSG00000172123	SLFN12	12	588293	588793
ENSG00000172650	AGAP5	5	162127	162627
ENSG00000127804	METTL16	2	90468	90968
ENSG00000162129	CLPB	20	442127	442627
ENSG00000066651	TRMT11	19	73555	74055
ENSG00000179388	EGR3	17	914622	915122
ENSG00000066654	THUMPD1	21	334526	335026
ENSG00000233927	RPS28	7	649767	650267
ENSG00000153317	ASAP1	18	551396	551896
ENSG00000185716	C16ORF52	15	395147	395647
ENSG00000173838	MARCH10	15	147162	147662
ENSG00000122728	TAF1L	17	975210	975710
ENSG00000122729	ACO1	7	421304	421804
ENSG00000245317	CTC-241N9.1	6	663031	663531
ENSG00000165406	MARCH8	18	189946	190446
ENSG00000165409	TSHR	13	600237	600737
ENSG00000213465	ARL2	20	445087	445587
ENSG00000213462	ERV3-1	5	686867	687367
ENSG00000213463	SYNJ2BP	22	876667	877167
ENSG00000099769	IGFALS	22	365001	365501
ENSG00000109501	WFS1	3	157310	157810
ENSG00000214309	MBLAC1	3	673760	674260
ENSG00000112041	TULP1	16	487399	487899
ENSG00000074319	TSG101	20	837414	837914
ENSG00000198899	MT-ATP6	5	900171	900671
ENSG00000074317	SNCB	5	38318	38818
ENSG00000063169	GLTSCR1	6	942222	942722
ENSG00000112739	PRPF4B	21	334229	334729
ENSG00000258429	PDF	20	917934	918434
ENSG00000170959	DCDC1	19	788111	788611
ENSG00000173744	AGFG1	8	993675	994175
ENSG00000122545	SEPT7	9	822975	823475
ENSG00000122547	EEPD1	12	734249	734749
ENSG00000085760	MTIF2	20	888297	888797
ENSG00000197275	RAD54B	18	577475	577975
ENSG00000183655	KLHL25	4	435779	436279
ENSG00000170222	ADPRM	14	23188	23688
ENSG00000183657	PP13439	18	200018	200518
ENSG00000119965	C10ORF88	5	993564	994064
ENSG00000119969	HELLS	12	256273	256773
ENSG00000055483	USP36	21	243659	244159
ENSG00000116299	KIAA1324	17	837712	838212
ENSG00000174276	ZNHIT2	12	443370	443870
ENSG00000076641	PAG1	17	956902	957402
ENSG00000116922	C1ORF109	6	209848	210348
ENSG00000130518	KIAA1683	3	667697	668197
ENSG00000001626	CFTR	17	673473	673973
ENSG00000159374	M1AP	17	202323	202823
ENSG00000104177	MYEF2	3	85365	85865
ENSG00000130511	SSBP4	7	190224	190724
ENSG00000130513	GDF15	10	923980	924480
ENSG00000001629	ANKIB1	4	73111	73611
ENSG00000139865	TTC6	1	311733	312233
ENSG00000130517	PGPEP1	5	661047	661547
ENSG00000006075	CCL3	1	676807	677307
ENSG00000006074	CCL18	16	647116	647616
ENSG00000006071	ABCC8	17	610531	611031
ENSG00000107485	GATA3	12	691817	692317
ENSG00000153214	TMEM87B	8	651609	652109
ENSG00000073169	SELO	10	318190	318690
ENSG00000100941	PNN	20	504216	504716
ENSG00000175224	ATG13	22	40007	40507
ENSG00000196961	AP2A1	20	414644	415144
ENSG00000196963	PCDHB16	7	215434	215934
ENSG00000055732	MCOLN3	14	456213	456713
ENSG00000121406	ZNF549	7	440417	440917
ENSG00000196967	ZNF585A	16	236502	237002
ENSG00000164758	MED30	1	774622	775122
ENSG00000181877	ENSG00000181877	19	205147	205647
ENSG00000164756	SLC30A8	6	442923	443423
ENSG00000164754	RAD21	20	624291	624791
ENSG00000181873	IBA57	9	900309	900809
ENSG00000164751	PEX2	16	643750	644250
ENSG00000011600	TYROBP	12	555066	555566
ENSG00000100258	LMF2	6	452711	453211
ENSG00000168958	MFF	16	963397	963897
ENSG00000058085	LAMC2	18	616207	616707
ENSG00000197568	HHLA3	17	215251	215751
ENSG00000197566	ZNF624	2	747935	748435
ENSG00000159082	SYNJ1	2	821176	821676
ENSG00000155052	CNTNAP5	2	66964	67464
ENSG00000155506	LARP1	3	362322	362822
ENSG00000197563	PIGN	14	361399	361899
ENSG00000197561	ELANE	19	550406	550906
ENSG00000054282	SDCCAG8	15	629017	629517
ENSG00000011478	QPCTL	4	803057	803557
ENSG00000117748	RPA2	7	957963	958463
ENSG00000171570	RAB4B-EGLN2	15	38441	38941
ENSG00000204178	TMEM57	12	776749	777249
ENSG00000152467	ZSCAN1	12	986571	987071
ENSG00000197106	SLC6A17	7	680152	680652
ENSG00000186063	AIDA	20	694638	695138
ENSG00000053770	AP5M1	22	224603	225103
ENSG00000180104	EXOC3	21	257505	258005
ENSG00000124507	PACSIN1	18	722596	723096
ENSG00000002746	HECW1	7	762872	763372
ENSG00000152086	TUBA3E	12	656494	656994
ENSG00000010704	HFE	8	310992	311492
ENSG00000110777	POU2AF1	14	299644	300144
ENSG00000125046	SSUH2	15	67113	67613
ENSG00000124120	TTPAL	12	494243	494743
ENSG00000111052	LIN7A	9	768521	769021
ENSG00000170242	USP47	10	729884	730384
ENSG00000171574	ZNF584	2	949531	950031
ENSG00000086589	RBM22	11	95161	95661
ENSG00000156973	PDE6D	20	109622	110122
ENSG00000156970	BUB1B	21	726654	727154
ENSG00000143418	CERS2	9	777605	778105
ENSG00000081913	PHLPP1	5	618980	619480
ENSG00000086232	EIF2AK1	2	307646	308146
ENSG00000203667	COX20	17	57533	58033
ENSG00000203666	EFCAB2	3	130730	131230
ENSG00000143412	ANXA9	1	676082	676582
ENSG00000134215	VAV3	9	834043	834543
ENSG00000181458	TMEM45A	12	140109	140609
ENSG00000159882	ZNF230	1	365548	366048
ENSG00000156170	NDUFAF6	17	900389	900889
ENSG00000182831	C16ORF72	15	714349	714849
ENSG00000182836	PLCXD3	22	372044	372544
ENSG00000159885	ZNF222	4	483408	483908
ENSG00000159884	CCDC107	9	65158	65658
ENSG00000112077	RHAG	16	729906	730406
ENSG00000187735	TCEA1	9	639645	640145
ENSG00000197694	SPTAN1	14	646108	646608
ENSG00000005471	ABCB4	16	197174	197674
ENSG00000197696	NMB	2	860870	861370
ENSG00000111058	ACSS3	2	659605	660105
ENSG00000117528	ABCD3	16	622780	623280
ENSG00000117523	PRRC2C	12	560242	560742
ENSG00000037280	FLT4	20	962265	962765
ENSG00000171443	ZNF524	3	56915	57415
ENSG00000109189	USP46	1	743749	744249
ENSG00000117525	F3	5	385893	386393
ENSG00000127980	PEX1	14	104494	104994
ENSG00000204498	ENSG00000204498	13	200851	201351
ENSG00000160124	CCDC58	1	863024	863524
ENSG00000162438	CTRC	7	23731	24231
ENSG00000110801	PSMD9	5	869650	870150
ENSG00000022567	SLC45A4	5	66044	66544
ENSG00000102890	ELMO3	2	693196	693696
ENSG00000104825	NFKBIB	16	615071	615571
ENSG00000104824	HNRNPL	4	129003	129503
ENSG00000023171	GRAMD1B	10	361960	362460
ENSG00000163785	RYK	10	768315	768815
ENSG00000102893	PHKB	2	688903	689403
ENSG00000175294	CATSPER1	20	886401	886901
ENSG00000231389	ENSG00000231389	6	830929	831429
ENSG00000107738	C10ORF54	16	895200	895700
ENSG00000176928	GCNT4	21	733934	734434
ENSG00000144331	ZNF385B	13	383415	383915
ENSG00000135506	OS9	21	31370	31870
ENSG00000113211	PCDHB6	15	652638	653138
ENSG00000171503	ETFDH	14	895441	895941
ENSG00000107731	UNC5B	3	232569	233069
ENSG00000103479	RBL2	18	584878	585378
ENSG00000176925	OR51F2	9	630813	631313
ENSG00000151376	ME3	6	841094	841594
ENSG00000198169	ZNF251	19	74171	74671
ENSG00000198580	AC073343.1	16	738062	738562
ENSG00000106460	TMEM106B	10	671982	672482
ENSG00000106462	EZH2	20	767070	767570
ENSG00000198162	MAN1A2	16	259624	260124
ENSG00000198161	PPIAL4C	18	478372	478872
ENSG00000198160	MIER1	17	288776	289276
ENSG00000171049	FPR2	19	567085	567585
ENSG00000084693	AGBL5	22	442418	442918
ENSG00000120948	TARDBP	6	531822	532322
ENSG00000120949	TNFRSF8	9	390244	390744
ENSG00000163914	RHO	12	174201	174701
ENSG00000139278	GLIPR1	13	481501	482001
ENSG00000120942	UBIAD1	16	237136	237636
ENSG00000164128	NPY1R	1	692466	692966
ENSG00000234444	ZNF736	8	475845	476345
ENSG00000171045	TSNARE1	17	70917	71417
ENSG00000171044	XKR6	16	184469	184969
ENSG00000213366	GSTM2	5	585857	586357
ENSG00000175745	NR2F1	2	360805	361305
ENSG00000057704	TMCC3	9	474400	474900
ENSG00000009335	UBE3C	7	662598	663098
ENSG00000109881	CCDC34	3	172402	172902
ENSG00000057252	SOAT1	6	180368	180868
ENSG00000142230	SAE1	18	428726	429226
ENSG00000131061	ZNF341	19	317281	317781
ENSG00000142233	NTN5	18	931867	932367
ENSG00000131067	GGT7	2	702211	702711
ENSG00000142235	LMTK3	4	571920	572420
ENSG00000147316	MCPH1	6	773557	774057
ENSG00000113600	C9	1	228652	229152
ENSG00000139324	TMTC3	12	932626	933126
ENSG00000140859	KIFC3	15	422796	423296
ENSG00000160439	ENSG00000160439	13	185478	185978
ENSG00000123268	ATF1	11	429365	429865
ENSG00000140854	KATNB1	8	826210	826710
ENSG00000115289	PCGF1	2	429171	429671
ENSG00000183019	C19ORF59	15	591193	591693
ENSG00000189079	ARID2	10	151726	152226
ENSG00000183011	LSMD1	12	742480	742980
ENSG00000166033	HTRA1	8	959963	960463
ENSG00000168781	PPIP5K1	13	752023	752523
ENSG00000167470	MIDN	9	996433	996933
ENSG00000109089	CDR2L	8	693635	694135
ENSG00000121741	ZMYM2	4	229409	229909
ENSG00000123243	ITIH5	8	785703	786203
ENSG00000109083	IFT20	16	350019	350519
ENSG00000075035	WSCD2	11	630417	630917
ENSG00000111602	TIMELESS	16	570970	571470
